# Extracted-region manifest for the US ROM.
#
# label <address> <name>
#   Declares a symbol at an address that isn't extracted yet (still raw
#   .incbin) but needs to be referenced from code that IS extracted.
#
# <start> <end> <asm-file> <name>
#   A curated, hand-verified extracted region. Boundaries must be fully
#   confirmed (all reachable code walked to genuine termination) before
#   a function earns a row here -- see docs/ for how each was confirmed.
#
# Everything not covered by a region stays as raw .incbin from
# baserom.us.gba, filled in by tools/gen_rom_s.py. The file it generates
# (build/us/rom.s) is never committed, same as everything else in build/.
#
# A row whose asm-file is also listed in regions.jp.txt at the same
# address must be byte-identical in both ROMs at that address (verified,
# not assumed -- see the file itself for how).
#
# The Krawall audio rows below (samples/modules/patterns) are generated by
# tools/extract_krawall.py, not hand-written -- but ARE listed here like
# everything else, one row per region. Their asm-file always ends in
# `.bin`: gen_rom_s.py .incbin's these directly (no wrapper .s needed).
# The .bin files themselves are gitignored (asm/krawall/) and regenerated
# locally by tools/extract_krawall.py before building -- they're the
# game's actual copyrighted audio content, unlike this manifest, which is
# just addresses/names. See docs/formats/krawall.md.
#
# Known gap: a handful of module headers are followed by a real unclaimed
# gap (largest ~22KB) that isn't sample/pattern trailing padding -- every
# sample's and pattern's own trailing padding is fully accounted for by
# exact formulas in extract_krawall.py (asserted, not assumed: it refuses
# to generate if any sample/pattern doesn't land exactly on the next
# region's start). These particular gaps most likely hold additional
# modules that unkrawerter's own discovery never found -- see
# docs/formats/krawall.md's Open questions and Future work. Doesn't
# affect correctness either way (unclaimed bytes just stay as safe raw
# .incbin from the baserom, like any other gap).

label 0x080000C0 _080000C0

0x08000000 0x080000A0 asm/gba_header.s          GBAHeader
0x08C55AC8 0x08C584FC asm/krawall/us/samples/KrawallSample189.bin KrawallSample189
0x08C584FC 0x08C5BF94 asm/krawall/us/samples/KrawallSample190.bin KrawallSample190
0x08C5BF94 0x08C5C644 asm/krawall/us/samples/KrawallSample191.bin KrawallSample191
0x08C5C644 0x08C5E07C asm/krawall/us/samples/KrawallSample192.bin KrawallSample192
0x08C5E07C 0x08C5F6C4 asm/krawall/us/samples/KrawallSample193.bin KrawallSample193
0x08C5F6C4 0x08C63BD4 asm/krawall/us/samples/KrawallSample194.bin KrawallSample194
0x08C63BD4 0x08C6766C asm/krawall/us/samples/KrawallSample195.bin KrawallSample195
0x08C6766C 0x08C69044 asm/krawall/us/samples/KrawallSample196.bin KrawallSample196
0x08C69044 0x08C6C9B0 asm/krawall/us/samples/KrawallSample197.bin KrawallSample197
0x08C6C9B0 0x08C6E530 asm/krawall/us/samples/KrawallSample198.bin KrawallSample198
0x08C6E530 0x08C6FCCC asm/krawall/us/samples/KrawallSample199.bin KrawallSample199
0x08C6FCCC 0x08C741DC asm/krawall/us/samples/KrawallSample200.bin KrawallSample200
0x08C741DC 0x08C75D5C asm/krawall/us/samples/KrawallSample201.bin KrawallSample201
0x08C75D5C 0x08C791C8 asm/krawall/us/samples/KrawallSample202.bin KrawallSample202
0x08C791C8 0x08C79B28 asm/krawall/us/samples/KrawallSample203.bin KrawallSample203
0x08C79B28 0x08C7E528 asm/krawall/us/samples/KrawallSample204.bin KrawallSample204
0x08C7E528 0x08C81B74 asm/krawall/us/samples/KrawallSample205.bin KrawallSample205
0x08C81B74 0x08C8590C asm/krawall/us/samples/KrawallSample206.bin KrawallSample206
0x08C8590C 0x08C890BC asm/krawall/us/samples/KrawallSample207.bin KrawallSample207
0x08C890BC 0x08C89A1C asm/krawall/us/samples/KrawallSample208.bin KrawallSample208
0x08C89A1C 0x08C8D510 asm/krawall/us/samples/KrawallSample209.bin KrawallSample209
0x08C8D510 0x08C8FB10 asm/krawall/us/samples/KrawallSample210.bin KrawallSample210
0x08C8FB10 0x08C912AC asm/krawall/us/samples/KrawallSample211.bin KrawallSample211
0x08C912AC 0x08C95EF4 asm/krawall/us/samples/KrawallSample212.bin KrawallSample212
0x08C95EF4 0x08C9AC94 asm/krawall/us/samples/KrawallSample213.bin KrawallSample213
0x08C9AC94 0x08C9E9B8 asm/krawall/us/samples/KrawallSample214.bin KrawallSample214
0x08C9E9B8 0x08CA0164 asm/krawall/us/samples/KrawallSample215.bin KrawallSample215
0x08CA0164 0x08CA1C50 asm/krawall/us/samples/KrawallSample216.bin KrawallSample216
0x08CA1C50 0x08CA5300 asm/krawall/us/samples/KrawallSample217.bin KrawallSample217
0x08CA5300 0x08CA7754 asm/krawall/us/samples/KrawallSample218.bin KrawallSample218
0x08CA7754 0x08CAC26C asm/krawall/us/samples/KrawallSample219.bin KrawallSample219
0x08CAC26C 0x08CAE67C asm/krawall/us/samples/KrawallSample220.bin KrawallSample220
0x08CAE67C 0x08CAF2B0 asm/krawall/us/samples/KrawallSample221.bin KrawallSample221
0x08CAF2B0 0x08CB1734 asm/krawall/us/samples/KrawallSample222.bin KrawallSample222
0x08CB1734 0x08CB29F4 asm/krawall/us/samples/KrawallSample223.bin KrawallSample223
0x08CB29F4 0x08CB6F04 asm/krawall/us/samples/KrawallSample224.bin KrawallSample224
0x08CB6F04 0x08CB8BA4 asm/krawall/us/samples/KrawallSample225.bin KrawallSample225
0x08CB8BA4 0x08CB9468 asm/krawall/us/samples/KrawallSample226.bin KrawallSample226
0x08CB9468 0x08CBCF5C asm/krawall/us/samples/KrawallSample227.bin KrawallSample227
0x08CBCF5C 0x08CC03C8 asm/krawall/us/samples/KrawallSample228.bin KrawallSample228
0x08CC03C8 0x08CC2F3C asm/krawall/us/samples/KrawallSample229.bin KrawallSample229
0x08CC2F3C 0x08CC5FC0 asm/krawall/us/samples/KrawallSample230.bin KrawallSample230
0x08CC5FC0 0x08CC9770 asm/krawall/us/samples/KrawallSample231.bin KrawallSample231
0x08CC9770 0x08CCB2F0 asm/krawall/us/samples/KrawallSample232.bin KrawallSample232
0x08CCB2F0 0x08CCC870 asm/krawall/us/samples/KrawallSample233.bin KrawallSample233
0x08CCC870 0x08CD0020 asm/krawall/us/samples/KrawallSample234.bin KrawallSample234
0x08CD0020 0x08CD30A4 asm/krawall/us/samples/KrawallSample235.bin KrawallSample235
0x08CD30A4 0x08CD6510 asm/krawall/us/samples/KrawallSample236.bin KrawallSample236
0x08CD6510 0x08CD7F48 asm/krawall/us/samples/KrawallSample237.bin KrawallSample237
0x08CD7F48 0x08CDB6F8 asm/krawall/us/samples/KrawallSample238.bin KrawallSample238
0x08CDB6F8 0x08CDDB7C asm/krawall/us/samples/KrawallSample239.bin KrawallSample239
0x08CDDB7C 0x08CE18A0 asm/krawall/us/samples/KrawallSample240.bin KrawallSample240
0x08CE18A0 0x08CE2D94 asm/krawall/us/samples/KrawallSample241.bin KrawallSample241
0x08CE2D94 0x08CE36F4 asm/krawall/us/samples/KrawallSample242.bin KrawallSample242
0x08CE36F4 0x08CE8530 asm/krawall/us/samples/KrawallSample243.bin KrawallSample243
0x08CE8530 0x08CEBFC8 asm/krawall/us/samples/KrawallSample244.bin KrawallSample244
0x08CEBFC8 0x08CED410 asm/krawall/us/samples/KrawallSample245.bin KrawallSample245
0x08CED410 0x08CEFE44 asm/krawall/us/samples/KrawallSample246.bin KrawallSample246
0x08CEFE44 0x08CF19C4 asm/krawall/us/samples/KrawallSample247.bin KrawallSample247
0x08CF19C4 0x08CF2F44 asm/krawall/us/samples/KrawallSample248.bin KrawallSample248
0x08CF2F44 0x08CF3B80 asm/krawall/us/samples/KrawallSample249.bin KrawallSample249
0x08CF3B80 0x08CF44E0 asm/krawall/us/samples/KrawallSample250.bin KrawallSample250
0x08CF44E0 0x08CF5EEC asm/krawall/us/samples/KrawallSample251.bin KrawallSample251
0x08CF5EEC 0x08CF746C asm/krawall/us/samples/KrawallSample252.bin KrawallSample252
0x08CF746C 0x08CF8E78 asm/krawall/us/samples/KrawallSample253.bin KrawallSample253
0x08CF8E78 0x08CFC96C asm/krawall/us/samples/KrawallSample254.bin KrawallSample254
0x08CFC96C 0x08CFDEA0 asm/krawall/us/samples/KrawallSample255.bin KrawallSample255
0x08CFDEA0 0x08CFF8D8 asm/krawall/us/samples/KrawallSample256.bin KrawallSample256
0x08CFF8D8 0x08D01044 asm/krawall/us/samples/KrawallSample257.bin KrawallSample257
0x08D01044 0x08D02A7C asm/krawall/us/samples/KrawallSample258.bin KrawallSample258
0x08D02A7C 0x08D04288 asm/krawall/us/samples/KrawallSample259.bin KrawallSample259
0x08D04288 0x08D06270 asm/krawall/us/samples/KrawallSample260.bin KrawallSample260
0x08D06270 0x08D07D60 asm/krawall/us/samples/KrawallSample261.bin KrawallSample261
0x08D07D60 0x08D083A8 asm/krawall/us/samples/KrawallSample262.bin KrawallSample262
0x08D083A8 0x08D088C8 asm/krawall/us/samples/KrawallSample263.bin KrawallSample263
0x08D088C8 0x08D09F00 asm/krawall/us/samples/KrawallSample264.bin KrawallSample264
0x08D09F00 0x08D0D36C asm/krawall/us/samples/KrawallSample265.bin KrawallSample265
0x08D0D36C 0x08D1019C asm/krawall/us/samples/KrawallSample266.bin KrawallSample266
0x08D1019C 0x08D10F54 asm/krawall/us/samples/KrawallSample267.bin KrawallSample267
0x08D10F54 0x08D13A40 asm/krawall/us/samples/KrawallSample268.bin KrawallSample268
0x08D13A40 0x08D14F68 asm/krawall/us/samples/KrawallSample269.bin KrawallSample269
0x08D14F68 0x08D18AF0 asm/krawall/us/samples/KrawallSample270.bin KrawallSample270
0x08D18AF0 0x08D19568 asm/krawall/us/samples/KrawallSample271.bin KrawallSample271
0x08D19568 0x08D1AA9C asm/krawall/us/samples/KrawallSample272.bin KrawallSample272
0x08D1AA9C 0x08D1DFCC asm/krawall/us/samples/KrawallSample273.bin KrawallSample273
0x08D1DFCC 0x08D1EF78 asm/krawall/us/samples/KrawallSample274.bin KrawallSample274
0x08D1EF78 0x08D20AF8 asm/krawall/us/samples/KrawallSample275.bin KrawallSample275
0x08D20AF8 0x08D213BC asm/krawall/us/samples/KrawallSample276.bin KrawallSample276
0x08D213BC 0x08D229F4 asm/krawall/us/samples/KrawallSample277.bin KrawallSample277
0x08D229F4 0x08D22E4C asm/krawall/us/KrawallSampleList_278.bin KrawallSampleList_278
0x08D22E4C 0x08D23140 asm/krawall/us/patterns/KrawallPattern298.bin KrawallPattern298
0x08D23140 0x08D234FC asm/krawall/us/patterns/KrawallPattern299.bin KrawallPattern299
0x08D234FC 0x08D2369C asm/krawall/us/patterns/KrawallPattern300.bin KrawallPattern300
0x08D2369C 0x08D239A0 asm/krawall/us/patterns/KrawallPattern301.bin KrawallPattern301
0x08D239A0 0x08D23E44 asm/krawall/us/patterns/KrawallPattern302.bin KrawallPattern302
0x08D23E44 0x08D24338 asm/krawall/us/patterns/KrawallPattern303.bin KrawallPattern303
0x08D24338 0x08D24834 asm/krawall/us/patterns/KrawallPattern304.bin KrawallPattern304
0x08D24834 0x08D24D04 asm/krawall/us/patterns/KrawallPattern305.bin KrawallPattern305
0x08D24D04 0x08D24F20 asm/krawall/us/patterns/KrawallPattern306.bin KrawallPattern306
0x08D24F20 0x08D250B0 asm/krawall/us/modules/KrawallModule27.bin KrawallModule27
0x08D250B0 0x08D25598 asm/krawall/us/patterns/KrawallPattern307.bin KrawallPattern307
0x08D25598 0x08D25A28 asm/krawall/us/patterns/KrawallPattern308.bin KrawallPattern308
0x08D25A28 0x08D25FA0 asm/krawall/us/patterns/KrawallPattern309.bin KrawallPattern309
0x08D25FA0 0x08D2643C asm/krawall/us/patterns/KrawallPattern310.bin KrawallPattern310
0x08D2643C 0x08D268A4 asm/krawall/us/patterns/KrawallPattern311.bin KrawallPattern311
0x08D268A4 0x08D26B94 asm/krawall/us/patterns/KrawallPattern312.bin KrawallPattern312
0x08D26B94 0x08D26FE0 asm/krawall/us/patterns/KrawallPattern313.bin KrawallPattern313
0x08D26FE0 0x08D2744C asm/krawall/us/patterns/KrawallPattern314.bin KrawallPattern314
0x08D2744C 0x08D27A24 asm/krawall/us/patterns/KrawallPattern315.bin KrawallPattern315
0x08D27A24 0x08D27F84 asm/krawall/us/patterns/KrawallPattern316.bin KrawallPattern316
0x08D27F84 0x08D284E4 asm/krawall/us/patterns/KrawallPattern317.bin KrawallPattern317
0x08D284E4 0x08D28A6C asm/krawall/us/patterns/KrawallPattern318.bin KrawallPattern318
0x08D28A6C 0x08D290B0 asm/krawall/us/patterns/KrawallPattern319.bin KrawallPattern319
0x08D290B0 0x08D29728 asm/krawall/us/patterns/KrawallPattern320.bin KrawallPattern320
0x08D29728 0x08D29D14 asm/krawall/us/patterns/KrawallPattern321.bin KrawallPattern321
0x08D29D14 0x08D2A344 asm/krawall/us/patterns/KrawallPattern322.bin KrawallPattern322
0x08D2A344 0x08D2A94C asm/krawall/us/patterns/KrawallPattern323.bin KrawallPattern323
0x08D2A94C 0x08D2AF54 asm/krawall/us/patterns/KrawallPattern324.bin KrawallPattern324
0x08D2AF54 0x08D2B2E0 asm/krawall/us/patterns/KrawallPattern325.bin KrawallPattern325
0x08D2B2E0 0x08D2B71C asm/krawall/us/patterns/KrawallPattern326.bin KrawallPattern326
0x08D2B71C 0x08D2BAC8 asm/krawall/us/patterns/KrawallPattern327.bin KrawallPattern327
0x08D2BAC8 0x08D2C03C asm/krawall/us/patterns/KrawallPattern328.bin KrawallPattern328
0x08D2C03C 0x08D2C4A0 asm/krawall/us/patterns/KrawallPattern329.bin KrawallPattern329
0x08D2C4A0 0x08D2CAB0 asm/krawall/us/patterns/KrawallPattern330.bin KrawallPattern330
0x08D2CAB0 0x08D2D0E0 asm/krawall/us/patterns/KrawallPattern331.bin KrawallPattern331
0x08D2D0E0 0x08D2D674 asm/krawall/us/patterns/KrawallPattern332.bin KrawallPattern332
0x08D2D674 0x08D2DAA4 asm/krawall/us/patterns/KrawallPattern333.bin KrawallPattern333
0x08D2DAA4 0x08D2DC7C asm/krawall/us/modules/KrawallModule28.bin KrawallModule28
0x08D2DC7C 0x08D2DD44 asm/krawall/us/patterns/KrawallPattern334.bin KrawallPattern334
0x08D2DD44 0x08D2E074 asm/krawall/us/patterns/KrawallPattern335.bin KrawallPattern335
0x08D2E074 0x08D2E47C asm/krawall/us/patterns/KrawallPattern336.bin KrawallPattern336
0x08D2E47C 0x08D2ECDC asm/krawall/us/patterns/KrawallPattern337.bin KrawallPattern337
0x08D2ECDC 0x08D2F41C asm/krawall/us/patterns/KrawallPattern338.bin KrawallPattern338
0x08D2F41C 0x08D2F7D4 asm/krawall/us/patterns/KrawallPattern339.bin KrawallPattern339
0x08D2F7D4 0x08D2FE78 asm/krawall/us/patterns/KrawallPattern340.bin KrawallPattern340
0x08D2FE78 0x08D30514 asm/krawall/us/patterns/KrawallPattern341.bin KrawallPattern341
0x08D30514 0x08D30C04 asm/krawall/us/patterns/KrawallPattern342.bin KrawallPattern342
0x08D30C04 0x08D312C8 asm/krawall/us/patterns/KrawallPattern343.bin KrawallPattern343
0x08D312C8 0x08D31BD4 asm/krawall/us/patterns/KrawallPattern344.bin KrawallPattern344
0x08D31BD4 0x08D324D4 asm/krawall/us/patterns/KrawallPattern345.bin KrawallPattern345
0x08D324D4 0x08D32DE8 asm/krawall/us/patterns/KrawallPattern346.bin KrawallPattern346
0x08D32DE8 0x08D337AC asm/krawall/us/patterns/KrawallPattern347.bin KrawallPattern347
0x08D337AC 0x08D33F50 asm/krawall/us/patterns/KrawallPattern348.bin KrawallPattern348
0x08D33F50 0x08D34730 asm/krawall/us/patterns/KrawallPattern349.bin KrawallPattern349
0x08D34730 0x08D34E24 asm/krawall/us/patterns/KrawallPattern350.bin KrawallPattern350
0x08D34E24 0x08D35638 asm/krawall/us/patterns/KrawallPattern351.bin KrawallPattern351
0x08D35638 0x08D35CB4 asm/krawall/us/patterns/KrawallPattern352.bin KrawallPattern352
0x08D35CB4 0x08D362A0 asm/krawall/us/patterns/KrawallPattern353.bin KrawallPattern353
0x08D362A0 0x08D36908 asm/krawall/us/patterns/KrawallPattern354.bin KrawallPattern354
0x08D36908 0x08D37004 asm/krawall/us/patterns/KrawallPattern355.bin KrawallPattern355
0x08D37004 0x08D378A8 asm/krawall/us/patterns/KrawallPattern356.bin KrawallPattern356
0x08D378A8 0x08D3814C asm/krawall/us/patterns/KrawallPattern357.bin KrawallPattern357
0x08D3814C 0x08D389F4 asm/krawall/us/patterns/KrawallPattern358.bin KrawallPattern358
0x08D389F4 0x08D391A8 asm/krawall/us/patterns/KrawallPattern359.bin KrawallPattern359
0x08D391A8 0x08D399D0 asm/krawall/us/patterns/KrawallPattern360.bin KrawallPattern360
0x08D399D0 0x08D3A328 asm/krawall/us/patterns/KrawallPattern361.bin KrawallPattern361
0x08D3A328 0x08D3AB68 asm/krawall/us/patterns/KrawallPattern362.bin KrawallPattern362
0x08D3AB68 0x08D3B1B8 asm/krawall/us/patterns/KrawallPattern363.bin KrawallPattern363
0x08D3B1B8 0x08D3B790 asm/krawall/us/patterns/KrawallPattern364.bin KrawallPattern364
0x08D3B790 0x08D3BD98 asm/krawall/us/patterns/KrawallPattern365.bin KrawallPattern365
0x08D3BD98 0x08D3C184 asm/krawall/us/patterns/KrawallPattern366.bin KrawallPattern366
0x08D3C184 0x08D3C490 asm/krawall/us/patterns/KrawallPattern367.bin KrawallPattern367
0x08D3C490 0x08D3C58C asm/krawall/us/patterns/KrawallPattern368.bin KrawallPattern368
0x08D3C58C 0x08D3C784 asm/krawall/us/modules/KrawallModule29.bin KrawallModule29
0x08D3C784 0x08D3CB74 asm/krawall/us/patterns/KrawallPattern369.bin KrawallPattern369
0x08D3CB74 0x08D3D0EC asm/krawall/us/patterns/KrawallPattern370.bin KrawallPattern370
0x08D3D0EC 0x08D3D428 asm/krawall/us/patterns/KrawallPattern371.bin KrawallPattern371
0x08D3D428 0x08D3D744 asm/krawall/us/patterns/KrawallPattern372.bin KrawallPattern372
0x08D3D744 0x08D3DBD8 asm/krawall/us/patterns/KrawallPattern373.bin KrawallPattern373
0x08D3DBD8 0x08D3E07C asm/krawall/us/patterns/KrawallPattern374.bin KrawallPattern374
0x08D3E07C 0x08D3E59C asm/krawall/us/patterns/KrawallPattern375.bin KrawallPattern375
0x08D3E59C 0x08D3E9F0 asm/krawall/us/patterns/KrawallPattern376.bin KrawallPattern376
0x08D3E9F0 0x08D3EE6C asm/krawall/us/patterns/KrawallPattern377.bin KrawallPattern377
0x08D3EE6C 0x08D3EFFC asm/krawall/us/modules/KrawallModule30.bin KrawallModule30
